"transportation_type","date","direction_requests","consumption","sales_MM_dollars"
"walking",2020-12-01,126.839690069576,"alcoholic_beverage_sales",7282
"walking",2020-12-01,126.839690069576,"electronics_sales",7630
"walking",2020-12-01,126.839690069576,"grocery_sales",65444
"walking",2020-12-01,126.839690069576,"toy_store_sales",2564
"walking",2020-12-01,126.839690069576,"restaurant_spend",49609
"walking",2020-12-01,126.839690069576,"sporting_good_sales",6661
"walking",2021-01-01,119.52844402277,"auto_parts_tires_sales",7686
"walking",2021-01-01,119.52844402277,"alcoholic_beverage_sales",5031
"walking",2021-01-01,119.52844402277,"electronics_sales",5237
"walking",2021-01-01,119.52844402277,"grocery_sales",63171
"walking",2021-01-01,119.52844402277,"toy_store_sales",1613
"walking",2021-01-01,119.52844402277,"restaurant_spend",50741
"walking",2021-01-01,119.52844402277,"sporting_good_sales",4060
"walking",2021-02-01,124.188683473389,"auto_parts_tires_sales",7489
"walking",2021-02-01,124.188683473389,"alcoholic_beverage_sales",4910
"walking",2021-02-01,124.188683473389,"electronics_sales",4651
"walking",2021-02-01,124.188683473389,"grocery_sales",57543
"walking",2021-02-01,124.188683473389,"toy_store_sales",1416
"walking",2021-02-01,124.188683473389,"restaurant_spend",48074
"walking",2021-02-01,124.188683473389,"sporting_good_sales",3754
"walking",2021-03-01,150.07722875817,"auto_parts_tires_sales",10168
"walking",2021-03-01,150.07722875817,"alcoholic_beverage_sales",5658
"walking",2021-03-01,150.07722875817,"electronics_sales",5945
"walking",2021-03-01,150.07722875817,"grocery_sales",63134
"walking",2021-03-01,150.07722875817,"toy_store_sales",1941
"walking",2021-03-01,150.07722875817,"restaurant_spend",62126
"walking",2021-03-01,150.07722875817,"sporting_good_sales",6035
"walking",2021-04-01,163.887294117647,"auto_parts_tires_sales",9838
"walking",2021-04-01,163.887294117647,"alcoholic_beverage_sales",5645
"walking",2021-04-01,163.887294117647,"electronics_sales",5517
"walking",2021-04-01,163.887294117647,"grocery_sales",62163
"walking",2021-04-01,163.887294117647,"toy_store_sales",1742
"walking",2021-04-01,163.887294117647,"restaurant_spend",64024
"walking",2021-04-01,163.887294117647,"sporting_good_sales",5760
"walking",2021-05-01,182.33486401012,"auto_parts_tires_sales",9420
"walking",2021-05-01,182.33486401012,"alcoholic_beverage_sales",6016
"walking",2021-05-01,182.33486401012,"electronics_sales",5747
"walking",2021-05-01,182.33486401012,"grocery_sales",66336
"walking",2021-05-01,182.33486401012,"toy_store_sales",1733
"walking",2021-05-01,182.33486401012,"restaurant_spend",69154
"walking",2021-05-01,182.33486401012,"sporting_good_sales",5586
"walking",2021-06-01,210.967895424837,"auto_parts_tires_sales",9673
"walking",2021-06-01,210.967895424837,"alcoholic_beverage_sales",5986
"walking",2021-06-01,210.967895424837,"electronics_sales",6002
"walking",2021-06-01,210.967895424837,"grocery_sales",64865
"walking",2021-06-01,210.967895424837,"toy_store_sales",1699
"walking",2021-06-01,210.967895424837,"restaurant_spend",69163
"walking",2021-06-01,210.967895424837,"sporting_good_sales",5912
"walking",2021-07-01,222.881302972802,"auto_parts_tires_sales",9704
"walking",2021-07-01,222.881302972802,"alcoholic_beverage_sales",6162
"walking",2021-07-01,222.881302972802,"electronics_sales",6089
"walking",2021-07-01,222.881302972802,"grocery_sales",67187
"walking",2021-07-01,222.881302972802,"toy_store_sales",1776
"walking",2021-07-01,222.881302972802,"restaurant_spend",72885
"walking",2021-07-01,222.881302972802,"sporting_good_sales",5721
"walking",2021-08-01,230.523440860215,"auto_parts_tires_sales",9829
"walking",2021-08-01,230.523440860215,"alcoholic_beverage_sales",5701
"walking",2021-08-01,230.523440860215,"electronics_sales",6057
"walking",2021-08-01,230.523440860215,"grocery_sales",66583
"walking",2021-08-01,230.523440860215,"toy_store_sales",1807
"walking",2021-08-01,230.523440860215,"restaurant_spend",69588
"walking",2021-08-01,230.523440860215,"sporting_good_sales",5752
"walking",2021-09-01,222.244882352941,"auto_parts_tires_sales",9432
"walking",2021-09-01,222.244882352941,"alcoholic_beverage_sales",5572
"walking",2021-09-01,222.244882352941,"electronics_sales",5763
"walking",2021-09-01,222.244882352941,"grocery_sales",65263
"walking",2021-09-01,222.244882352941,"toy_store_sales",1900
"walking",2021-09-01,222.244882352941,"restaurant_spend",65722
"walking",2021-09-01,222.244882352941,"sporting_good_sales",4973
"walking",2021-10-01,210.662036685642,"auto_parts_tires_sales",9844
"walking",2021-10-01,210.662036685642,"alcoholic_beverage_sales",5761
"walking",2021-10-01,210.662036685642,"electronics_sales",6127
"walking",2021-10-01,210.662036685642,"grocery_sales",67795
"walking",2021-10-01,210.662036685642,"toy_store_sales",2031
"walking",2021-10-01,210.662036685642,"restaurant_spend",69027
"walking",2021-10-01,210.662036685642,"sporting_good_sales",5011
"walking",2021-11-01,179.649503267974,"auto_parts_tires_sales",9437
"walking",2021-11-01,179.649503267974,"alcoholic_beverage_sales",6021
"walking",2021-11-01,179.649503267974,"electronics_sales",7106
"walking",2021-11-01,179.649503267974,"grocery_sales",67280
"walking",2021-11-01,179.649503267974,"toy_store_sales",2850
"walking",2021-11-01,179.649503267974,"restaurant_spend",64830
"walking",2021-11-01,179.649503267974,"sporting_good_sales",5624
"walking",2021-12-01,178.230411132195,"auto_parts_tires_sales",9565
"walking",2021-12-01,178.230411132195,"alcoholic_beverage_sales",7701
"walking",2021-12-01,178.230411132195,"electronics_sales",8699
"walking",2021-12-01,178.230411132195,"grocery_sales",71845
"walking",2021-12-01,178.230411132195,"toy_store_sales",3133
"walking",2021-12-01,178.230411132195,"restaurant_spend",69543
"walking",2021-12-01,178.230411132195,"sporting_good_sales",7535
"walking",2022-01-01,153.977590132827,"auto_parts_tires_sales",9047
"walking",2022-01-01,153.977590132827,"alcoholic_beverage_sales",4939
"walking",2022-01-01,153.977590132827,"electronics_sales",5171
"walking",2022-01-01,153.977590132827,"grocery_sales",68099
"walking",2022-01-01,153.977590132827,"toy_store_sales",1626
"walking",2022-01-01,153.977590132827,"restaurant_spend",62002
"walking",2022-01-01,153.977590132827,"sporting_good_sales",4071
"walking",2022-02-01,174.316680672269,"auto_parts_tires_sales",8880
"walking",2022-02-01,174.316680672269,"alcoholic_beverage_sales",5054
"walking",2022-02-01,174.316680672269,"electronics_sales",4740
"walking",2022-02-01,174.316680672269,"grocery_sales",62607
"walking",2022-02-01,174.316680672269,"toy_store_sales",1671
"walking",2022-02-01,174.316680672269,"restaurant_spend",63715
"walking",2022-02-01,174.316680672269,"sporting_good_sales",4166
